PM,Times
5.090882496006088e-06,0.0
6.1511495914601255e-06,0.023219954648526078
7.195441412477521e-06,0.046439909297052155
7.100147286109859e-06,0.06965986394557823
7.151672889449401e-06,0.09287981859410431
7.195263151515974e-06,0.11609977324263039
7.139342869777465e-06,0.13931972789115646
7.197197646746645e-06,0.16253968253968254
7.186663879110711e-06,0.18575963718820862
7.111359536793316e-06,0.2089795918367347
7.1611871135246474e-06,0.23219954648526078
7.1908984864421654e-06,0.25541950113378686
7.16465092409635e-06,0.2786394557823129
7.223477041407023e-06,0.301859410430839
7.206369900814025e-06,0.3250793650793651
7.1501799538964406e-06,0.34829931972789113
7.1614795160712674e-06,0.37151927437641724
7.19795934855938e-06,0.3947392290249433
7.184274636529153e-06,0.4179591836734694
7.253085186675889e-06,0.44117913832199546
7.233252745209029e-06,0.46439909297052157
7.1553349698660895e-06,0.4876190476190476
7.178315627243137e-06,0.5108390022675737
0.00019545562099665403,0.5340589569160997
0.0007210128242149949,0.5572789115646258
0.000937884789891541,0.5804988662131519
0.0012217664625495672,0.603718820861678
0.001599641633220017,0.626938775510204
0.0015394887886941433,0.6501587301587302
0.0014577057445421815,0.6733786848072563
0.0013376176357269287,0.6965986394557823
0.000915380718652159,0.7198185941043084
0.000750854960642755,0.7430385487528345
0.0006740838871337473,0.7662585034013606
0.00043396171531639993,0.7894784580498866
0.00030020755366422236,0.8126984126984127
0.0003129997057840228,0.8359183673469388
0.000309745199047029,0.8591383219954648
0.00029437895864248276,0.8823582766439909
0.00018414587248116732,0.905578231292517
9.664818935561925e-05,0.9287981859410431
9.337693336419761e-05,0.9520181405895691
0.00011325762898195535,0.9752380952380952
0.0001264717138838023,0.9984580498866213
0.0001269767089979723,1.0216780045351475
0.00012646809045691043,1.0448979591836736
0.00010316020780010149,1.0681179138321995
8.492488996125758e-05,1.0913378684807256
0.00039096310501918197,1.1145578231292517
0.0007225334993563592,1.1377777777777778
0.0007699858397245407,1.1609977324263039
0.000792036997154355,1.18421768707483
0.0007216862286441028,1.207437641723356
0.0008347676484845579,1.230657596371882
0.0009718960500322282,1.253877551020408
0.0013540901709347963,1.2770975056689342
0.0015943165635690093,1.3003174603174603
0.0015945379855111241,1.3235374149659864
0.0017594513483345509,1.3467573696145125
0.0016846430953592062,1.3699773242630386
0.0016593649052083492,1.3931972789115645
0.0020820319186896086,1.4164172335600906
0.0020702872425317764,1.4396371882086167
0.002095350529998541,1.4628571428571429
0.002032415010035038,1.486077097505669
0.0015450343489646912,1.509297052154195
0.001463628956116736,1.5325170068027212
0.0013359864242374897,1.555736961451247
0.001321909367106855,1.5789569160997732
0.0013158052461221814,1.6021768707482993
0.0011549826012924314,1.6253968253968254
0.0010590455494821072,1.6486167800453515
0.0009853712981566787,1.6718367346938776
0.0008551350911147892,1.6950566893424037
0.0008345798123627901,1.7182766439909296
0.0008459601667709649,1.7414965986394557
0.0008253927226178348,1.7647165532879818
0.0008383989916183054,1.787936507936508
0.0008141667349264026,1.811156462585034
0.0007338475552387536,1.8343764172335602
0.0006931084208190441,1.8575963718820863
0.0007218261016532779,1.8808163265306121
0.0009894567774608731,1.9040362811791383
0.0011953420471400023,1.9272562358276644
0.0013629744062200189,1.9504761904761905
0.0015326772117987275,1.9736961451247166
0.0016968762502074242,1.9969160997732427
0.0019177818903699517,2.020136054421769
0.0019182817777618766,2.043356009070295
0.0019380971789360046,2.066575963718821
0.002216106513515115,2.089795918367347
0.002342107705771923,2.1130158730158732
0.0024068474303931,2.136235827664399
0.0023417691700160503,2.159455782312925
0.0020913511980324984,2.182675736961451
0.0021873924415558577,2.2058956916099772
0.002707537030801177,2.2291156462585033
0.0027540347073227167,2.2523356009070294
0.002647444372996688,2.2755555555555556
0.002331231953576207,2.2987755102040817
0.0016054632142186165,2.3219954648526078
0.0023535077925771475,2.345215419501134
0.002707600360736251,2.36843537414966
0.0027546442579478025,2.391655328798186
0.0027794886846095324,2.414875283446712
0.002262410242110491,2.4380952380952383
0.001937063061632216,2.461315192743764
0.0018603818025439978,2.48453514739229
0.002114280592650175,2.507755102040816
0.00241218414157629,2.5309750566893423
0.0031006664503365755,2.5541950113378684
0.003245765808969736,2.5774149659863945
0.0031544046942144632,2.6006349206349206
0.00295479828491807,2.6238548752834467
0.0025397285353392363,2.647074829931973
0.002600710140541196,2.670294784580499
0.0027217473834753036,2.693514739229025
0.002769459504634142,2.716734693877551
0.0024523704778403044,2.7399546485260773
0.002235985128208995,2.7631746031746034
0.0020072762854397297,2.786394557823129
0.001907256548292935,2.809614512471655
0.002030756091699004,2.8328344671201813
0.0018687995616346598,2.8560544217687074
0.0019830437377095222,2.8792743764172335
0.0019567529670894146,2.9024943310657596
0.0020197108387947083,2.9257142857142857
0.0024677955079823732,2.948934240362812
0.0025450726971030235,2.972154195011338
0.0026442527305334806,2.995374149659864
