PM,Times
0.002653071889653802,3.01859410430839
0.0024780770763754845,3.0418140589569163
0.005267760716378689,3.0650340136054424
0.00588021008297801,3.0882539682539685
0.00596830528229475,3.111473922902494
0.006045776419341564,3.1346938775510202
0.004645399283617735,3.1579138321995464
0.003797965357080102,3.1811337868480725
0.005922415293753147,3.2043537414965986
0.006524268072098494,3.2275736961451247
0.0074862041510641575,3.250793650793651
0.007772750221192837,3.274013605442177
0.0062867929227650166,3.297233560090703
0.005823078099638224,3.320453514739229
0.004406393971294165,3.3436734693877552
0.004669672343879938,3.3668934240362813
0.004566292744129896,3.3901133786848074
0.004454331938177347,3.4133333333333336
0.004040606319904327,3.436553287981859
0.0033758757635951042,3.4597732426303853
0.0034428220242261887,3.4829931972789114
0.0031308482866734266,3.5062131519274375
0.0026840369682759047,3.5294331065759637
0.002301363041624427,3.5526530612244898
0.0020378625486046076,3.575873015873016
0.0020794153679162264,3.599092970521542
0.0029491642490029335,3.622312925170068
0.006208520848304033,3.645532879818594
0.006588369607925415,3.6687528344671203
0.006628868170082569,3.6919727891156464
0.007325907703489065,3.7151927437641725
0.005628686398267746,3.7384126984126986
0.00541200814768672,3.7616326530612243
0.011501442641019821,3.7848526077097504
0.01563362590968609,3.8080725623582765
0.016277192160487175,3.8312925170068026
0.016290567815303802,3.8545124716553287
0.01296347938477993,3.877732426303855
0.008908846415579319,3.900952380952381
0.011515894904732704,3.924172335600907
0.012323134578764439,3.947392290249433
0.012037579901516438,3.9706122448979593
0.010307065211236477,3.9938321995464854
